Harga,Kategori,Lokasi,Rating,Skala,Tema,Angka tersewa,Nama event organizer
750000,Seminar/Webinar,Bandung,3.3,Besar (300+ orang),Motivational,71,Event Organizer R
350000,Competition,Denpasar,4.0,Kecil (10-50 orang),Victory,63,Event Organizer H
200000,Charity,Balikpapan,4.0,Kecil (10-50 orang),Giving,34,Event Organizer AB
250000,Seminar/Webinar,Jakarta,1.4,Kecil (10-50 orang),Innovation,66,Event Organizer AG
400000,Team Building,Denpasar,4.7,Kecil (10-50 orang),Collaboration,28,Event Organizer A
600000,Sport Event,Jakarta,1.3,Sedang (51-300 orang),Sportsmanship,5,Event Organizer AI
500000,Seminar/Webinar,Jakarta,3.4,Sedang (51-300 orang),Innovation,28,Event Organizer AE
1600000,Festival,Denpasar,3.3,Sedang (51-300 orang),Community,33,Event Organizer O
400000,Team Building,Semarang,4.5,Kecil (10-50 orang),Strategy,72,Event Organizer AC
600000,Sport Event,Medan,2.6,Sedang (51-300 orang),Sportsmanship,73,Event Organizer L
600000,Charity,Bandung,4.0,Besar (300+ orang),Awareness,29,Event Organizer L
1200000,Wedding,Jakarta,4.2,Kecil (10-50 orang),Classic,19,Event Organizer E
600000,Party,Surabaya,1.2,Kecil (10-50 orang),Themed,45,Event Organizer D
1000000,Corporate Gathering,Surabaya,4.2,Sedang (51-300 orang),Strategy,24,Event Organizer H
300000,Sport Event,Jakarta,4.0,Kecil (10-50 orang),Sportsmanship,12,Event Organizer O
3600000,Wedding,Denpasar,3.1,Besar (300+ orang),Intimate,32,Event Organizer C
1200000,Wedding,Medan,2.4,Kecil (10-50 orang),Cultural,98,Event Organizer AN
1050000,Competition,Semarang,1.4,Besar (300+ orang),Excellence,63,Event Organizer V
1200000,Team Building,Bandung,2.0,Besar (300+ orang),Engagement,56,Event Organizer R
400000,Charity,Medan,4.0,Sedang (51-300 orang),Community,53,Event Organizer AD
500000,Seminar/Webinar,Medan,2.6,Sedang (51-300 orang),Skill Development,66,Event Organizer B
250000,Seminar/Webinar,Denpasar,1.7,Kecil (10-50 orang),Innovation,17,Event Organizer AJ
400000,Team Building,Makassar,3.6,Kecil (10-50 orang),Strategy,18,Event Organizer K
1500000,Corporate Gathering,Denpasar,1.9,Besar (300+ orang),Strategy,41,Event Organizer K
2400000,Wedding,Denpasar,1.3,Sedang (51-300 orang),Traditional,71,Event Organizer W
600000,Party,Yogyakarta,3.7,Kecil (10-50 orang),Celebration,88,Event Organizer L
1800000,Party,Jakarta,4.9,Besar (300+ orang),Entertainment,25,Event Organizer W
750000,Seminar/Webinar,Medan,4.4,Besar (300+ orang),Growth,65,Event Organizer X
750000,Seminar/Webinar,Bandung,1.7,Besar (300+ orang),Skill Development,5,Event Organizer R
800000,Festival,Surabaya,4.4,Kecil (10-50 orang),Food,42,Event Organizer AK
350000,Competition,Medan,4.1,Kecil (10-50 orang),Excellence,38,Event Organizer AK
300000,Sport Event,Bandung,4.9,Kecil (10-50 orang),Fitness,48,Event Organizer AG
1200000,Wedding,Yogyakarta,1.9,Kecil (10-50 orang),Modern,74,Event Organizer AG
600000,Charity,Balikpapan,4.6,Besar (300+ orang),Volunteering,56,Event Organizer AC
400000,Charity,Yogyakarta,3.0,Sedang (51-300 orang),Community,26,Event Organizer AB
1000000,Corporate Gathering,Surabaya,1.9,Sedang (51-300 orang),Team Building,18,Event Organizer N
300000,Sport Event,Makassar,2.5,Kecil (10-50 orang),Sportsmanship,47,Event Organizer F
2400000,Festival,Surabaya,1.3,Besar (300+ orang),Tradition,84,Event Organizer M
250000,Seminar/Webinar,Balikpapan,3.8,Kecil (10-50 orang),Growth,86,Event Organizer B
1600000,Festival,Makassar,3.2,Sedang (51-300 orang),Music,47,Event Organizer AF
400000,Charity,Yogyakarta,3.0,Sedang (51-300 orang),Volunteering,41,Event Organizer AK
3600000,Wedding,Medan,4.6,Besar (300+ orang),Elegant,12,Event Organizer AE
500000,Seminar/Webinar,Bandung,2.0,Sedang (51-300 orang),Learning,83,Event Organizer U
300000,Sport Event,Medan,1.9,Kecil (10-50 orang),Teamwork,33,Event Organizer T
1200000,Party,Jakarta,2.2,Sedang (51-300 orang),Entertainment,38,Event Organizer D
1000000,Corporate Gathering,Semarang,4.7,Sedang (51-300 orang),Team Building,36,Event Organizer W
1800000,Party,Denpasar,3.4,Besar (300+ orang),Entertainment,23,Event Organizer U
800000,Team Building,Bandung,2.6,Sedang (51-300 orang),Trust,96,Event Organizer AK
1600000,Festival,Makassar,1.6,Sedang (51-300 orang),Arts,90,Event Organizer P
900000,Sport Event,Surabaya,1.3,Besar (300+ orang),Sportsmanship,5,Event Organizer AH
400000,Charity,Balikpapan,2.9,Sedang (51-300 orang),Community,67,Event Organizer K
1200000,Party,Jakarta,2.5,Sedang (51-300 orang),Entertainment,72,Event Organizer AC
1200000,Team Building,Balikpapan,2.5,Besar (300+ orang),Engagement,93,Event Organizer X
500000,Seminar/Webinar,Surabaya,3.8,Sedang (51-300 orang),Learning,70,Event Organizer T
1000000,Corporate Gathering,Medan,1.8,Sedang (51-300 orang),Team Building,57,Event Organizer C
750000,Seminar/Webinar,Medan,4.9,Besar (300+ orang),Professional,73,Event Organizer AF
600000,Party,Balikpapan,1.9,Kecil (10-50 orang),Music,8,Event Organizer AC
1200000,Team Building,Surabaya,5.0,Besar (300+ orang),Problem Solving,16,Event Organizer U
1200000,Wedding,Yogyakarta,2.3,Kecil (10-50 orang),Traditional,95,Event Organizer AN
400000,Charity,Surabaya,3.2,Sedang (51-300 orang),Support,60,Event Organizer AD
600000,Charity,Denpasar,1.7,Besar (300+ orang),Volunteering,65,Event Organizer T
1600000,Festival,Yogyakarta,3.7,Sedang (51-300 orang),Celebration,44,Event Organizer H
700000,Competition,Palembang,3.9,Sedang (51-300 orang),Achievement,57,Event Organizer AC
400000,Charity,Medan,4.3,Sedang (51-300 orang),Fundraising,11,Event Organizer G
1500000,Corporate Gathering,Semarang,1.5,Besar (300+ orang),Innovation,24,Event Organizer AE
1800000,Party,Balikpapan,1.1,Besar (300+ orang),Fun,76,Event Organizer AC
1200000,Party,Denpasar,4.7,Sedang (51-300 orang),Social,97,Event Organizer L
1200000,Wedding,Jakarta,3.2,Kecil (10-50 orang),Intimate,86,Event Organizer E
200000,Charity,Makassar,4.4,Kecil (10-50 orang),Support,43,Event Organizer G
350000,Competition,Makassar,2.1,Kecil (10-50 orang),Talent,60,Event Organizer V
200000,Charity,Yogyakarta,2.6,Kecil (10-50 orang),Helping,55,Event Organizer AN
1800000,Party,Yogyakarta,2.3,Besar (300+ orang),Themed,18,Event Organizer AN
800000,Festival,Surabaya,4.5,Kecil (10-50 orang),Tradition,20,Event Organizer G
1000000,Corporate Gathering,Jakarta,2.8,Sedang (51-300 orang),Leadership,72,Event Organizer U
2400000,Wedding,Jakarta,2.6,Sedang (51-300 orang),Classic,58,Event Organizer T
3600000,Wedding,Balikpapan,2.5,Besar (300+ orang),Intimate,97,Event Organizer S
400000,Team Building,Makassar,1.7,Kecil (10-50 orang),Strategy,59,Event Organizer G
200000,Charity,Palembang,2.3,Kecil (10-50 orang),Helping,64,Event Organizer AJ
750000,Seminar/Webinar,Balikpapan,2.3,Besar (300+ orang),Innovation,60,Event Organizer U
1800000,Party,Semarang,4.3,Besar (300+ orang),Fun,22,Event Organizer P
200000,Charity,Balikpapan,4.7,Kecil (10-50 orang),Fundraising,100,Event Organizer U
600000,Sport Event,Semarang,4.8,Sedang (51-300 orang),Teamwork,47,Event Organizer X
350000,Competition,Denpasar,4.6,Kecil (10-50 orang),Sportsmanship,51,Event Organizer Y
400000,Team Building,Semarang,3.6,Kecil (10-50 orang),Communication,78,Event Organizer AN
800000,Festival,Bandung,4.3,Kecil (10-50 orang),Food,50,Event Organizer N
1200000,Wedding,Semarang,1.0,Kecil (10-50 orang),Modern,12,Event Organizer AA
400000,Team Building,Palembang,4.2,Kecil (10-50 orang),Engagement,23,Event Organizer V
800000,Team Building,Semarang,2.3,Sedang (51-300 orang),Engagement,82,Event Organizer AH
1200000,Wedding,Surabaya,1.6,Kecil (10-50 orang),Elegant,21,Event Organizer J
1000000,Corporate Gathering,Balikpapan,3.1,Sedang (51-300 orang),Innovation,18,Event Organizer V
750000,Seminar/Webinar,Yogyakarta,1.1,Besar (300+ orang),Growth,23,Event Organizer O
2400000,Festival,Makassar,3.4,Besar (300+ orang),Music,84,Event Organizer F
1200000,Team Building,Makassar,3.3,Besar (300+ orang),Strategy,27,Event Organizer X
800000,Team Building,Medan,4.9,Sedang (51-300 orang),Problem Solving,61,Event Organizer B
400000,Charity,Surabaya,3.9,Sedang (51-300 orang),Awareness,89,Event Organizer A
1200000,Wedding,Denpasar,4.3,Kecil (10-50 orang),Traditional,10,Event Organizer G
1000000,Corporate Gathering,Medan,1.4,Sedang (51-300 orang),Strategy,74,Event Organizer AH
1800000,Party,Denpasar,1.6,Besar (300+ orang),Themed,83,Event Organizer W
700000,Competition,Semarang,2.5,Sedang (51-300 orang),Achievement,27,Event Organizer M
500000,Corporate Gathering,Surabaya,2.0,Kecil (10-50 orang),Team Building,86,Event Organizer Z
1800000,Party,Makassar,3.3,Besar (300+ orang),Celebration,23,Event Organizer AH
300000,Sport Event,Semarang,4.4,Kecil (10-50 orang),Teamwork,54,Event Organizer I
2400000,Festival,Medan,4.6,Besar (300+ orang),Celebration,44,Event Organizer AL
900000,Sport Event,Makassar,1.5,Besar (300+ orang),Competition,47,Event Organizer AL
600000,Sport Event,Bandung,4.4,Sedang (51-300 orang),Fitness,82,Event Organizer H
350000,Competition,Jakarta,2.5,Kecil (10-50 orang),Excellence,37,Event Organizer B
1800000,Party,Jakarta,2.9,Besar (300+ orang),Social,76,Event Organizer AB
1000000,Corporate Gathering,Palembang,3.4,Sedang (51-300 orang),Networking,17,Event Organizer AI
1050000,Competition,Balikpapan,3.2,Besar (300+ orang),Talent,31,Event Organizer AH
700000,Competition,Medan,2.8,Sedang (51-300 orang),Challenge,27,Event Organizer AL
250000,Seminar/Webinar,Bandung,2.4,Kecil (10-50 orang),Professional,15,Event Organizer AL
500000,Corporate Gathering,Palembang,2.7,Kecil (10-50 orang),Team Building,12,Event Organizer T
1800000,Party,Jakarta,3.3,Besar (300+ orang),Music,39,Event Organizer Z
900000,Sport Event,Balikpapan,1.1,Besar (300+ orang),Competition,62,Event Organizer AC
1600000,Festival,Medan,4.1,Sedang (51-300 orang),Arts,57,Event Organizer AI
600000,Sport Event,Palembang,1.7,Sedang (51-300 orang),Health,57,Event Organizer AD
3600000,Wedding,Balikpapan,1.7,Besar (300+ orang),Elegant,85,Event Organizer Z
1050000,Competition,Palembang,3.4,Besar (300+ orang),Talent,97,Event Organizer O
1200000,Wedding,Bandung,5.0,Kecil (10-50 orang),Cultural,15,Event Organizer X
2400000,Wedding,Palembang,4.5,Sedang (51-300 orang),Traditional,14,Event Organizer AG
800000,Team Building,Jakarta,2.8,Sedang (51-300 orang),Teamwork,73,Event Organizer U
400000,Charity,Yogyakarta,3.8,Sedang (51-300 orang),Fundraising,69,Event Organizer M
3600000,Wedding,Bandung,4.1,Besar (300+ orang),Modern,2,Event Organizer R
600000,Charity,Jakarta,3.3,Besar (300+ orang),Fundraising,13,Event Organizer U
600000,Party,Balikpapan,3.0,Kecil (10-50 orang),Themed,76,Event Organizer C
800000,Festival,Jakarta,3.5,Kecil (10-50 orang),Celebration,6,Event Organizer H
600000,Charity,Denpasar,4.0,Besar (300+ orang),Awareness,21,Event Organizer AI
400000,Team Building,Surabaya,1.4,Kecil (10-50 orang),Communication,89,Event Organizer AK
700000,Competition,Balikpapan,1.5,Sedang (51-300 orang),Achievement,32,Event Organizer E
1200000,Wedding,Jakarta,2.7,Kecil (10-50 orang),Modern,61,Event Organizer AB
350000,Competition,Yogyakarta,1.9,Kecil (10-50 orang),Victory,5,Event Organizer AB
700000,Competition,Medan,3.0,Sedang (51-300 orang),Excellence,23,Event Organizer O
800000,Festival,Medan,1.3,Kecil (10-50 orang),Arts,42,Event Organizer N
1600000,Festival,Yogyakarta,3.8,Sedang (51-300 orang),Tradition,67,Event Organizer Y
1000000,Corporate Gathering,Balikpapan,1.0,Sedang (51-300 orang),Leadership,34,Event Organizer S
800000,Festival,Semarang,3.7,Kecil (10-50 orang),Celebration,99,Event Organizer Y
1800000,Party,Jakarta,1.5,Besar (300+ orang),Social,64,Event Organizer G
3600000,Wedding,Balikpapan,2.7,Besar (300+ orang),Elegant,43,Event Organizer G
800000,Festival,Makassar,3.3,Kecil (10-50 orang),Culture,64,Event Organizer W
700000,Competition,Palembang,4.9,Sedang (51-300 orang),Performance,97,Event Organizer B
350000,Competition,Semarang,1.5,Kecil (10-50 orang),Sportsmanship,50,Event Organizer AN
1050000,Competition,Bandung,1.8,Besar (300+ orang),Sportsmanship,62,Event Organizer AM
700000,Competition,Palembang,4.3,Sedang (51-300 orang),Challenge,42,Event Organizer J
600000,Charity,Palembang,4.1,Besar (300+ orang),Giving,87,Event Organizer B
600000,Charity,Bandung,4.1,Besar (300+ orang),Support,34,Event Organizer G
1200000,Wedding,Bandung,2.6,Kecil (10-50 orang),Cultural,4,Event Organizer AE
1200000,Team Building,Semarang,3.0,Besar (300+ orang),Engagement,99,Event Organizer O
200000,Charity,Semarang,4.2,Kecil (10-50 orang),Support,77,Event Organizer F
2400000,Festival,Jakarta,4.6,Besar (300+ orang),Music,38,Event Organizer AN
600000,Sport Event,Jakarta,1.3,Sedang (51-300 orang),Adventure,6,Event Organizer AL
2400000,Wedding,Denpasar,1.4,Sedang (51-300 orang),Cultural,80,Event Organizer W
250000,Seminar/Webinar,Medan,4.5,Kecil (10-50 orang),Professional,42,Event Organizer AM
800000,Festival,Surabaya,2.2,Kecil (10-50 orang),Food,69,Event Organizer U
3600000,Wedding,Jakarta,3.6,Besar (300+ orang),Modern,85,Event Organizer O
400000,Team Building,Yogyakarta,1.3,Kecil (10-50 orang),Problem Solving,26,Event Organizer I
1200000,Team Building,Balikpapan,1.3,Besar (300+ orang),Problem Solving,91,Event Organizer N
400000,Team Building,Makassar,1.9,Kecil (10-50 orang),Engagement,15,Event Organizer T
2400000,Festival,Denpasar,3.0,Besar (300+ orang),Celebration,84,Event Organizer AC
250000,Seminar/Webinar,Bandung,1.3,Kecil (10-50 orang),Professional,16,Event Organizer AH
1800000,Party,Palembang,2.8,Besar (300+ orang),Music,22,Event Organizer AD
1050000,Competition,Bandung,1.8,Besar (300+ orang),Excellence,40,Event Organizer N
600000,Charity,Denpasar,4.6,Besar (300+ orang),Community,45,Event Organizer R
1200000,Wedding,Jakarta,4.5,Kecil (10-50 orang),Classic,100,Event Organizer AC
300000,Sport Event,Bandung,2.3,Kecil (10-50 orang),Health,39,Event Organizer H
2400000,Festival,Bandung,1.8,Besar (300+ orang),Culture,82,Event Organizer I
600000,Sport Event,Jakarta,3.2,Sedang (51-300 orang),Adventure,61,Event Organizer L
200000,Charity,Surabaya,1.6,Kecil (10-50 orang),Fundraising,18,Event Organizer U
1500000,Corporate Gathering,Palembang,2.0,Besar (300+ orang),Innovation,2,Event Organizer AI
2400000,Wedding,Denpasar,4.9,Sedang (51-300 orang),Cultural,52,Event Organizer AH
600000,Charity,Makassar,2.1,Besar (300+ orang),Awareness,98,Event Organizer AE
350000,Competition,Balikpapan,1.8,Kecil (10-50 orang),Challenge,67,Event Organizer D
250000,Seminar/Webinar,Surabaya,2.3,Kecil (10-50 orang),Educational,53,Event Organizer AL
1800000,Party,Bandung,4.2,Besar (300+ orang),Celebration,17,Event Organizer AJ
1050000,Competition,Semarang,3.2,Besar (300+ orang),Achievement,6,Event Organizer N
1600000,Festival,Semarang,4.8,Sedang (51-300 orang),Community,3,Event Organizer AK
1200000,Wedding,Palembang,3.1,Kecil (10-50 orang),Elegant,21,Event Organizer O
500000,Corporate Gathering,Makassar,1.7,Kecil (10-50 orang),Strategy,52,Event Organizer S
300000,Sport Event,Bandung,4.4,Kecil (10-50 orang),Sportsmanship,91,Event Organizer AL
700000,Competition,Yogyakarta,4.8,Sedang (51-300 orang),Excellence,73,Event Organizer AD
1500000,Corporate Gathering,Semarang,4.5,Besar (300+ orang),Networking,17,Event Organizer V
400000,Charity,Makassar,3.0,Sedang (51-300 orang),Community,56,Event Organizer AL
1600000,Festival,Denpasar,4.8,Sedang (51-300 orang),Food,50,Event Organizer AK
1600000,Festival,Balikpapan,4.5,Sedang (51-300 orang),Culture,88,Event Organizer AM
250000,Seminar/Webinar,Jakarta,2.7,Kecil (10-50 orang),Innovation,64,Event Organizer D
600000,Party,Surabaya,2.8,Kecil (10-50 orang),Music,12,Event Organizer V
600000,Sport Event,Balikpapan,3.1,Sedang (51-300 orang),Competition,43,Event Organizer I
800000,Team Building,Denpasar,3.9,Sedang (51-300 orang),Teamwork,32,Event Organizer AF
350000,Competition,Palembang,2.0,Kecil (10-50 orang),Sportsmanship,34,Event Organizer B
1000000,Corporate Gathering,Palembang,3.7,Sedang (51-300 orang),Team Building,38,Event Organizer F
800000,Team Building,Medan,2.6,Sedang (51-300 orang),Engagement,100,Event Organizer AC
1800000,Party,Bandung,3.3,Besar (300+ orang),Music,11,Event Organizer C
300000,Sport Event,Denpasar,1.1,Kecil (10-50 orang),Teamwork,23,Event Organizer AI
1800000,Party,Medan,1.1,Besar (300+ orang),Social,44,Event Organizer P
1600000,Festival,Jakarta,1.1,Sedang (51-300 orang),Community,26,Event Organizer Z
400000,Team Building,Surabaya,1.3,Kecil (10-50 orang),Collaboration,23,Event Organizer U
600000,Sport Event,Palembang,4.3,Sedang (51-300 orang),Competition,21,Event Organizer C
350000,Competition,Denpasar,3.7,Kecil (10-50 orang),Talent,25,Event Organizer C
700000,Competition,Semarang,3.0,Sedang (51-300 orang),Sportsmanship,57,Event Organizer V
300000,Sport Event,Makassar,4.3,Kecil (10-50 orang),Health,54,Event Organizer K
350000,Competition,Palembang,3.0,Kecil (10-50 orang),Achievement,94,Event Organizer AG
800000,Team Building,Semarang,4.0,Sedang (51-300 orang),Communication,45,Event Organizer AD
1050000,Competition,Semarang,2.1,Besar (300+ orang),Sportsmanship,70,Event Organizer AI
200000,Charity,Denpasar,1.1,Kecil (10-50 orang),Giving,10,Event Organizer Q
350000,Competition,Denpasar,5.0,Kecil (10-50 orang),Performance,76,Event Organizer Q
600000,Party,Yogyakarta,4.3,Kecil (10-50 orang),Celebration,29,Event Organizer J
1000000,Corporate Gathering,Jakarta,1.7,Sedang (51-300 orang),Networking,60,Event Organizer AJ
600000,Party,Jakarta,2.1,Kecil (10-50 orang),Music,61,Event Organizer N
750000,Seminar/Webinar,Makassar,1.4,Besar (300+ orang),Motivational,49,Event Organizer Y
1200000,Wedding,Surabaya,4.3,Kecil (10-50 orang),Cultural,72,Event Organizer W
700000,Competition,Semarang,3.3,Sedang (51-300 orang),Excellence,20,Event Organizer D
500000,Seminar/Webinar,Semarang,1.3,Sedang (51-300 orang),Innovation,41,Event Organizer AK
400000,Team Building,Bandung,3.1,Kecil (10-50 orang),Problem Solving,91,Event Organizer O
750000,Seminar/Webinar,Palembang,4.6,Besar (300+ orang),Learning,21,Event Organizer N
1200000,Wedding,Yogyakarta,3.6,Kecil (10-50 orang),Cultural,63,Event Organizer W
900000,Sport Event,Bandung,1.1,Besar (300+ orang),Fitness,20,Event Organizer N
700000,Competition,Palembang,3.4,Sedang (51-300 orang),Talent,77,Event Organizer V
1200000,Party,Bandung,3.4,Sedang (51-300 orang),Celebration,100,Event Organizer I
600000,Charity,Makassar,4.8,Besar (300+ orang),Fundraising,2,Event Organizer E
300000,Sport Event,Denpasar,1.8,Kecil (10-50 orang),Endurance,52,Event Organizer AI
400000,Charity,Denpasar,3.2,Sedang (51-300 orang),Helping,14,Event Organizer Z
600000,Party,Bandung,3.9,Kecil (10-50 orang),Themed,18,Event Organizer AM
900000,Sport Event,Semarang,3.5,Besar (300+ orang),Teamwork,45,Event Organizer B
1200000,Party,Balikpapan,1.0,Sedang (51-300 orang),Music,41,Event Organizer Z
900000,Sport Event,Makassar,4.4,Besar (300+ orang),Health,84,Event Organizer G
700000,Competition,Bandung,4.4,Sedang (51-300 orang),Challenge,2,Event Organizer AJ
700000,Competition,Yogyakarta,2.6,Sedang (51-300 orang),Challenge,19,Event Organizer S
600000,Charity,Balikpapan,2.6,Besar (300+ orang),Giving,22,Event Organizer AK
1800000,Party,Denpasar,3.3,Besar (300+ orang),Music,33,Event Organizer C
1050000,Competition,Balikpapan,2.6,Besar (300+ orang),Excellence,42,Event Organizer K
1200000,Party,Balikpapan,4.9,Sedang (51-300 orang),Music,85,Event Organizer I
